polygon_row_id,map_class_clean,lifeform_clean,acres_numeric,adjacent_freshwater_anchor,adjacent_tidal_anchor,near_model_site,near_model_site_ids,near_map_edge,split_class,movement_group,base_cost,is_barrier,classification_status,decision_reason
91990,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.2278780120020337,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91991,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.13579657449669466,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91992,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.020790871884388638,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91993,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.05018016925525049,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91994,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.2667326396774801,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91995,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.009857546157226114,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91996,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.016062319654419913,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91997,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.010367510880928682,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91998,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.37625190760512184,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
91999,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.7135080544963196,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92000,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.016572995106163002,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92001,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,8.218717870947712,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92002,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.12186851254943902,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92003,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.028801184111174962,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92004,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.010518154831973183,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92005,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.1674305125356935,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92006,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.0315664981382243,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
